Pin,MC,Channel,TYPE,SubChannel,Partition,Nibble,Lane,Bit,Rank,PinName,FieldName,Field,Size,Base,Codification,ExpectedData,StringData,StorageToken,LowLimit,HighLimit,ExitPort,ItuffToken,ItuffDescriptor
TDO,M6,6,DATA,B,2,1,x,3,x,x,rcvendly,M6_B_2_1_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M6,6,DATA,B,3,0,x,0,x,x,rcvendly,M6_B_3_0_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M6,6,DATA,B,3,0,x,1,x,x,rcvendly,M6_B_3_0_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M6,6,DATA,B,3,0,x,2,x,x,rcvendly,M6_B_3_0_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M6,6,DATA,B,3,0,x,3,x,x,rcvendly,M6_B_3_0_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M6,6,DATA,B,3,1,x,0,x,x,rcvendly,M6_B_3_1_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M6,6,DATA,B,3,1,x,1,x,x,rcvendly,M6_B_3_1_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M6,6,DATA,B,3,1,x,2,x,x,rcvendly,M6_B_3_1_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M6,6,DATA,B,3,1,x,3,x,x,rcvendly,M6_B_3_1_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M6,6,DATA,B,4,0,x,0,x,x,rcvendly,M6_B_4_0_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M6,6,DATA,B,4,0,x,1,x,x,rcvendly,M6_B_4_0_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M6,6,DATA,B,4,0,x,2,x,x,rcvendly,M6_B_4_0_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M6,6,DATA,B,4,0,x,3,x,x,rcvendly,M6_B_4_0_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M6,6,DATA,B,4,1,x,0,x,x,rcvendly,M6_B_4_1_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M6,6,DATA,B,4,1,x,1,x,x,rcvendly,M6_B_4_1_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M6,6,DATA,B,4,1,x,2,x,x,rcvendly,M6_B_4_1_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M6,6,DATA,B,4,1,x,3,x,x,rcvendly,M6_B_4_1_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,0,0,x,0,x,x,rcvendly,M7_A_0_0_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,0,0,x,1,x,x,rcvendly,M7_A_0_0_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,0,0,x,2,x,x,rcvendly,M7_A_0_0_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,0,0,x,3,x,x,rcvendly,M7_A_0_0_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,0,1,x,0,x,x,rcvendly,M7_A_0_1_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,0,1,x,1,x,x,rcvendly,M7_A_0_1_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,0,1,x,2,x,x,rcvendly,M7_A_0_1_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,0,1,x,3,x,x,rcvendly,M7_A_0_1_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,1,0,x,0,x,x,rcvendly,M7_A_1_0_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,1,0,x,1,x,x,rcvendly,M7_A_1_0_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,1,0,x,2,x,x,rcvendly,M7_A_1_0_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,1,0,x,3,x,x,rcvendly,M7_A_1_0_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,1,1,x,0,x,x,rcvendly,M7_A_1_1_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,1,1,x,1,x,x,rcvendly,M7_A_1_1_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,1,1,x,2,x,x,rcvendly,M7_A_1_1_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,1,1,x,3,x,x,rcvendly,M7_A_1_1_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,2,0,x,0,x,x,rcvendly,M7_A_2_0_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,2,0,x,1,x,x,rcvendly,M7_A_2_0_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,2,0,x,2,x,x,rcvendly,M7_A_2_0_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,2,0,x,3,x,x,rcvendly,M7_A_2_0_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,2,1,x,0,x,x,rcvendly,M7_A_2_1_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,2,1,x,1,x,x,rcvendly,M7_A_2_1_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,2,1,x,2,x,x,rcvendly,M7_A_2_1_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,2,1,x,3,x,x,rcvendly,M7_A_2_1_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,3,0,x,0,x,x,rcvendly,M7_A_3_0_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,3,0,x,1,x,x,rcvendly,M7_A_3_0_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,3,0,x,2,x,x,rcvendly,M7_A_3_0_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,3,0,x,3,x,x,rcvendly,M7_A_3_0_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,3,1,x,0,x,x,rcvendly,M7_A_3_1_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,3,1,x,1,x,x,rcvendly,M7_A_3_1_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,3,1,x,2,x,x,rcvendly,M7_A_3_1_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,3,1,x,3,x,x,rcvendly,M7_A_3_1_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,4,0,x,0,x,x,rcvendly,M7_A_4_0_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,4,0,x,1,x,x,rcvendly,M7_A_4_0_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,4,0,x,2,x,x,rcvendly,M7_A_4_0_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,4,0,x,3,x,x,rcvendly,M7_A_4_0_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,4,1,x,0,x,x,rcvendly,M7_A_4_1_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,4,1,x,1,x,x,rcvendly,M7_A_4_1_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,4,1,x,2,x,x,rcvendly,M7_A_4_1_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,A,4,1,x,3,x,x,rcvendly,M7_A_4_1_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,0,0,x,0,x,x,rcvendly,M7_B_0_0_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,0,0,x,1,x,x,rcvendly,M7_B_0_0_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,0,0,x,2,x,x,rcvendly,M7_B_0_0_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,0,0,x,3,x,x,rcvendly,M7_B_0_0_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,0,1,x,0,x,x,rcvendly,M7_B_0_1_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,0,1,x,1,x,x,rcvendly,M7_B_0_1_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,0,1,x,2,x,x,rcvendly,M7_B_0_1_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,0,1,x,3,x,x,rcvendly,M7_B_0_1_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,1,0,x,0,x,x,rcvendly,M7_B_1_0_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,1,0,x,1,x,x,rcvendly,M7_B_1_0_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,1,0,x,2,x,x,rcvendly,M7_B_1_0_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,1,0,x,3,x,x,rcvendly,M7_B_1_0_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,1,1,x,0,x,x,rcvendly,M7_B_1_1_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,1,1,x,1,x,x,rcvendly,M7_B_1_1_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,1,1,x,2,x,x,rcvendly,M7_B_1_1_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,1,1,x,3,x,x,rcvendly,M7_B_1_1_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,2,0,x,0,x,x,rcvendly,M7_B_2_0_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,2,0,x,1,x,x,rcvendly,M7_B_2_0_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,2,0,x,2,x,x,rcvendly,M7_B_2_0_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,2,0,x,3,x,x,rcvendly,M7_B_2_0_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,2,1,x,0,x,x,rcvendly,M7_B_2_1_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,2,1,x,1,x,x,rcvendly,M7_B_2_1_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,2,1,x,2,x,x,rcvendly,M7_B_2_1_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,2,1,x,3,x,x,rcvendly,M7_B_2_1_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,3,0,x,0,x,x,rcvendly,M7_B_3_0_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,3,0,x,1,x,x,rcvendly,M7_B_3_0_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,3,0,x,2,x,x,rcvendly,M7_B_3_0_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,3,0,x,3,x,x,rcvendly,M7_B_3_0_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,3,1,x,0,x,x,rcvendly,M7_B_3_1_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,3,1,x,1,x,x,rcvendly,M7_B_3_1_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,3,1,x,2,x,x,rcvendly,M7_B_3_1_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,3,1,x,3,x,x,rcvendly,M7_B_3_1_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,4,0,x,0,x,x,rcvendly,M7_B_4_0_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,4,0,x,1,x,x,rcvendly,M7_B_4_0_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,4,0,x,2,x,x,rcvendly,M7_B_4_0_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,4,0,x,3,x,x,rcvendly,M7_B_4_0_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,4,1,x,0,x,x,rcvendly,M7_B_4_1_0_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,4,1,x,1,x,x,rcvendly,M7_B_4_1_1_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,4,1,x,2,x,x,rcvendly,M7_B_4_1_2_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M7,7,DATA,B,4,1,x,3,x,x,rcvendly,M7_B_4_1_3_x_x_rcvendly,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,A,0,0,x,x,x,x,pireftrainp0cde,M0_A_0_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,A,0,1,x,x,x,x,pireftrainp0cde,M0_A_0_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,A,1,0,x,x,x,x,pireftrainp0cde,M0_A_1_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,A,1,1,x,x,x,x,pireftrainp0cde,M0_A_1_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,A,2,0,x,x,x,x,pireftrainp0cde,M0_A_2_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,A,2,1,x,x,x,x,pireftrainp0cde,M0_A_2_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,A,3,0,x,x,x,x,pireftrainp0cde,M0_A_3_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,A,3,1,x,x,x,x,pireftrainp0cde,M0_A_3_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,A,4,0,x,x,x,x,pireftrainp0cde,M0_A_4_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,A,4,1,x,x,x,x,pireftrainp0cde,M0_A_4_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,B,0,0,x,x,x,x,pireftrainp0cde,M0_B_0_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,B,0,1,x,x,x,x,pireftrainp0cde,M0_B_0_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,B,1,0,x,x,x,x,pireftrainp0cde,M0_B_1_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,B,1,1,x,x,x,x,pireftrainp0cde,M0_B_1_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,B,2,0,x,x,x,x,pireftrainp0cde,M0_B_2_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,B,2,1,x,x,x,x,pireftrainp0cde,M0_B_2_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,B,3,0,x,x,x,x,pireftrainp0cde,M0_B_3_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,B,3,1,x,x,x,x,pireftrainp0cde,M0_B_3_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,B,4,0,x,x,x,x,pireftrainp0cde,M0_B_4_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M0,0,DATA,B,4,1,x,x,x,x,pireftrainp0cde,M0_B_4_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,A,0,0,x,x,x,x,pireftrainp0cde,M1_A_0_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,A,0,1,x,x,x,x,pireftrainp0cde,M1_A_0_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,A,1,0,x,x,x,x,pireftrainp0cde,M1_A_1_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,A,1,1,x,x,x,x,pireftrainp0cde,M1_A_1_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,A,2,0,x,x,x,x,pireftrainp0cde,M1_A_2_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,A,2,1,x,x,x,x,pireftrainp0cde,M1_A_2_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,A,3,0,x,x,x,x,pireftrainp0cde,M1_A_3_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,A,3,1,x,x,x,x,pireftrainp0cde,M1_A_3_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,A,4,0,x,x,x,x,pireftrainp0cde,M1_A_4_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,A,4,1,x,x,x,x,pireftrainp0cde,M1_A_4_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,B,0,0,x,x,x,x,pireftrainp0cde,M1_B_0_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,B,0,1,x,x,x,x,pireftrainp0cde,M1_B_0_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,B,1,0,x,x,x,x,pireftrainp0cde,M1_B_1_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,B,1,1,x,x,x,x,pireftrainp0cde,M1_B_1_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,B,2,0,x,x,x,x,pireftrainp0cde,M1_B_2_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,B,2,1,x,x,x,x,pireftrainp0cde,M1_B_2_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,B,3,0,x,x,x,x,pireftrainp0cde,M1_B_3_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,B,3,1,x,x,x,x,pireftrainp0cde,M1_B_3_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,B,4,0,x,x,x,x,pireftrainp0cde,M1_B_4_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M1,1,DATA,B,4,1,x,x,x,x,pireftrainp0cde,M1_B_4_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M2,2,DATA,A,0,0,x,x,x,x,pireftrainp0cde,M2_A_0_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M2,2,DATA,A,0,1,x,x,x,x,pireftrainp0cde,M2_A_0_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M2,2,DATA,A,1,0,x,x,x,x,pireftrainp0cde,M2_A_1_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M2,2,DATA,A,1,1,x,x,x,x,pireftrainp0cde,M2_A_1_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M2,2,DATA,A,2,0,x,x,x,x,pireftrainp0cde,M2_A_2_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M2,2,DATA,A,2,1,x,x,x,x,pireftrainp0cde,M2_A_2_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M2,2,DATA,A,3,0,x,x,x,x,pireftrainp0cde,M2_A_3_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M2,2,DATA,A,3,1,x,x,x,x,pireftrainp0cde,M2_A_3_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M2,2,DATA,A,4,0,x,x,x,x,pireftrainp0cde,M2_A_4_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M2,2,DATA,A,4,1,x,x,x,x,pireftrainp0cde,M2_A_4_1_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
TDO,M2,2,DATA,B,0,0,x,x,x,x,pireftrainp0cde,M2_B_0_0_x_x_x_pireftrainp0cde,16,10,-,-,-,-,-,-,,HWFSM_DATA,HWFSMACIOD
